feature,importance
referredby_8a858ef458d4a52e0158d959e7501c2f,0.0
referredby_8a858edb5bd936e4015be08d9d5a7916,0.0
referredby_8a858efd5ca70688015caa9a7fda3370,0.0
referredby_8a858efe5bca0a81015bcafa92f72787,0.0
referredby_8a858efe5bca0a81015bcdaee15c0bb3,0.0
referredby_8a858f0056b7cf8e0156c14b37d37121,0.0
referredby_8a858f00590ac4e70159481263652a69,0.0
referredby_8a858f0455d9feaf0155ea840c8f410a,0.0
referredby_8a858f045bab240c015bae905a8e7527,0.0
referredby_8a858f045bab240c015baf9f84ab6e67,0.0
referredby_8a858efa5c646292015c677b34b96abd,0.0
referredby_8a858edb5bd936e4015be394167c4698,0.0
referredby_8a858edc59ee87640159eeb9774f1aa7,0.0
referredby_8a858edc5c7e7da5015c7e8d8b120593,0.0
referredby_8a858edc5c7e7da5015c81ea45c62462,0.0
referredby_8a858edd5c8348c4015c8452bc364cd7,0.0
referredby_8a858ede5ca210f0015ca32170645e53,0.0
referredby_8a858ee05989e8dc01598a1083fa036e,0.0
referredby_8a858ee05bcdea36015bce28178318af,0.0
referredby_8a858eeb5bb559d3015bb57fa13f10de,0.0
referredby_8a858ee45b39aa80015b3b1a1d600f18,0.0
referredby_8a858ee55cb156e6015cb63f19146515,0.0
referredby_8a858ee55cb156e6015cb6a5d8407bd1,0.0
referredby_8a858ee65be8d42d015be8ed0ebb0f5f,0.0
referredby_8a858ee65be8d42d015be94e806334fe,0.0
referredby_8a858ee65be8d42d015bec93bd4c5303,0.0
referredby_8a858ee758a4dfbc0158abd355eb4e87,0.0
referredby_8a858eea5c82f136015c8307f4930b56,0.0
referredby_8a858ee25b34d796015b38cc3d130be8,0.0
referredby_8a858e6f5bce1023015bce19dbbf038d,0.0
referredby_8a858e6f5cd5e874015ce084c86e2a87,0.0
referredby_8a858e705b3a03c7015b3ceed0d531fb,0.0
referredby_8a858e725c360240015c372f0894441b,0.0
referredby_8a858e725c3ae262015c45243caa4f4d,0.0
referredby_8a858e725cf420fd015cf45addee2730,0.0
referredby_8a858e7855113fb701551fe018ce6913,0.0
referredby_8a858eba5c884d2a015c91faae80473d,0.0
referredby_8a858e785c8d9167015c9ca2b58043c6,0.0
referredby_8a858e79568ec7de01568fe1b8e936b3,0.0
referredby_8a858e7c5b15cf3b015b16ca44495b40,0.0
referredby_8a858e875b910dfe015b9ad5d2a2413d,0.0
referredby_8a858e875b910dfe015b9ead5034701d,0.0
referredby_8a858e875b910dfe015ba4a5adbe3ea5,0.0
referredby_8a858e875c63d395015c6c94a4246bf8,0.0
referredby_8a858e875c63d395015c6ef64f313cc2,0.0
referredby_8a858e785c8d9167015c9341c238485a,0.0
referredby_8a858e625c8d993a015c956a81de12f8,0.0
referredby_8a858e625c8d993a015c9bf9278c32f7,0.0
referredby_8a858e645755e62201575e72c8b77fd5,0.0
referredby_8a858e665d3cd100015d3e72f5793f6a,0.0
referredby_8a858e675c3fe0a1015c549c328835a8,0.0
referredby_8a858e695d1e075c015d2ffe8d7d6371,0.0
referredby_8a858e6a5bfd4b54015bfecb639d6d1a,0.0
referredby_8a858e6a5bfd4b54015c0297d9ee75fb,0.0
referredby_8a858e6f5668e01701567140f0f5212c,0.0
referredby_8a858e6c5bd3fbff015bd45bd46f2fbc,0.0
referredby_8a858e6c5c88d145015c89430ef61a5d,0.0
referredby_8a858e6c5c88d145015c8bad507561b8,0.0
referredby_8a858e6c5c88d145015c9817fa35283d,0.0
referredby_8a858e6d57903422015798efba102d26,0.0
referredby_8a858e6d5b252065015b305a3ef77693,0.0
referredby_8a858e6d5b62e36f015b667380e92585,0.0
referredby_8a858e6d5d13b3ca015d15eb12664fd9,0.0
referredby_8a858e6a5bfd4b54015c031f59e70807,0.0
referredby_8a858ea55ac1546c015ac328fdff18ed,0.0
referredby_8a858ea75b679102015b67938ef6030b,0.0
referredby_8a858ea75cef5535015cf36a4ef31265,0.0
referredby_8a858ea85d0e7ed2015d12569c3647ac,0.0
referredby_8a858eaa55a0b8ae0155ad2cab5e49cc,0.0
referredby_8a858eac5c451942015c5635a22f58f6,0.0
referredby_8a858eb45ad1e79e015ad1e81fb6002c,0.0
referredby_8a858eb65b19b654015b19d9d5aa1ba1,0.0
referredby_8a858e885b68546c015b690a3b432fb4,0.0
referredby_8a858eb75c21a2b9015c29ebece12d01,0.0
referredby_8a858eb75c21a2b9015c2a3cd3363330,0.0
referredby_8a858eb75c21a2b9015c300ec2d16eee,0.0
referredby_8a858eb75c21a2b9015c34ec66d87d38,0.0
referredby_8a858eba5b681df4015b7b3b976f62da,0.0
referredby_8a858eba5c884d2a015c8bea59385157,0.0
referredby_8a858eba5c884d2a015c8d20c864739e,0.0
referredby_8a858eba5c884d2a015c9158d0692e5b,0.0
referredby_8a858eb75c21a2b9015c24d4d3203a06,0.0
referredby_8a858e885b68546c015b75b3b5255a0e,0.0
referredby_8a858e885c63d379015c6780ca836514,0.0
referredby_8a858e885c63d379015c67fcbb430feb,0.0
referredby_8a858e885c9c6f96015ca0105213523c,0.0
referredby_8a858e8a575612610157713f256e1d4b,0.0
referredby_8a858e8f5d41c974015d48519bbf103f,0.0
referredby_8a858e935b496584015b496a6fde01f6,0.0
referredby_8a858e935b496584015b4a2c3e973ad3,0.0
referredby_8a858ea555d9e6020155ddcfc66d05ec,0.0
referredby_8a858e955631db44015636df81135c1c,0.0
referredby_8a858e965b5e1b91015b617bcea5726c,0.0
referredby_8a858e985c110418015c112e311e1355,0.0
referredby_8a858e9a54d9121b0154dd1bfff23870,0.0
referredby_8a858e9b560bbd6301561ea184a0102d,0.0
referredby_8a858e9d5bfd7037015c07cdd6f1278d,0.0
referredby_8a858ea35c7ce42e015c7d14e11519d1,0.0
referredby_8a858ea45b35639b015b377182544104,0.0
referredby_8a858e945bfdb9e7015c040d93016282,0.0
